product_id,sku,title,spec_sheet_url
6770331975724,"NE012","Parisi Ellisse Glass Soap Dish Holder - Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7149225083034
6770332008492,"NE012D","Parisi Ellisse Soap Dispenser - Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7149225115802
6770332106796,"NE01811","Parisi Ellisse Single Towel Rail Slimline 640mm - Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7149225377946
6770332172332,"NE01812","Parisi Ellisse Single Towel Rail Slimline 440mm - Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7149225443482
6770332237868,"NE0212","Parisi L'Hotel Double Robe Hook - Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7149225803930
6770332270636,"NE022A","Parisi L'Hotel Soap Rack 140mm - Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7149225836698
6770332303404,"NE0210","Parisi L'Hotel Towel Rack - Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7149225705626
6770332401708,"NE02811","Parisi L'Hotel Single Towel Rail 800mm - Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7149226295450
6770332500012,"NE02822","Parisi L'Hotel Double Towel Rail 600mm - Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7149226426522
6770332532780,"NE168","Parisi L'Hotel Recessed Soap Dispenser - Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7149227245722
6770332565548,"NE70A","Parisi L'Hotel Freestanding Soap Dispenser - Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7149227835546
6770332598316,"NE022D","Parisi L'Hotel Soap Dispenser - Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7149225967770
6770332631084,"NE283","Parisi L'Hotel Shower Squeegee & Bracket Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7149227442330
6770332663852,"NE704","Parisi L'Hotel Swivel Magnifying Mirror - Without Light Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7149227770010
6770332729388,"NE734","Parisi L'Hotel Square Magnifying Mirror with Light Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7149227868314
6770332794924,"RS.001","Parisi L'Hotel Toilet Roll Holder with Cover",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7149230031002
6770332827692,"RS.002A","Parisi L'Hotel Double Toilet Roll Holder with Cover - Stainless Steel",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7149230063770
6770332860460,"RS.002B","Parisi L'Hotel Double Toilet Roll Holder with Covers - Stainless Steel",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7149230096538
6770332893228,"NE268","Parisi Quadro Basin Soap Dispenser - Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7149227376794
6770332958764,"NE381","Parisi Quadro Freestanding Double Towel Holder - Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7149227507866
6770333024300,"NE160","Parisi Quadro Semi-Circular Wire Shelf - Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7149227212954
6770333057068,"QQ.GB","Parisi Quadro Grab Rail - Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7149229572250
6770333122604,"TO.HK","Parisi Tondo Robe Hook - Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7149230227610
6770333188140,"TO.HKD","Parisi Tondo Double Robe Hook - Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7149230260378
